Organization,Event,Date,Fight Number,Result,Fighter,Opponent,Method,Round,Time,Url
Ultimate Fighting Championship,UFC on Fox 23 - Shevchenko vs. Pena,2017-01-28,10,win,Alexandre Pantoja,Eric Shelton ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fox-23-Shevchenko-vs-Pena-56245
Ultimate Fighting Championship,UFC on Fox 23 - Shevchenko vs. Pena,2017-01-28,10,loss,Eric Shelton,Alexandre Pantoja ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-on-Fox-23-Shevchenko-vs-Pena-56245
Ultimate Fighting Championship,UFC on Fox 23 - Shevchenko vs. Pena,2017-01-28,11,win,Jason Gonzalez,J.C. Cottrell ,Submission (Brabo Choke),1.0,3:54,http://www.sherdog.com/events/UFC-on-Fox-23-Shevchenko-vs-Pena-56245
Ultimate Fighting Championship,UFC on Fox 23 - Shevchenko vs. Pena,2017-01-28,11,loss,JC Cottrell,Jason Gonzalez ,Submission (Brabo Choke),1.0,3:54,http://www.sherdog.com/events/UFC-on-Fox-23-Shevchenko-vs-Pena-56245
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,0,win,Dominic Garcia,Will Lavine,Submission (Triangle Choke),2.0,2:08,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,0,loss,Will Lavine,Dominic Garcia,Submission (Triangle Choke),2.0,2:08,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,1,win,Chance Rencountre,Jake Lindsey ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,1,loss,Jake Lindsey,Chance Rencountre ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,2,win,Johnny Marigo,Joseph Fulk ,TKO (Punches),1.0,1:23,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,2,loss,Joseph Fulk,Johnny Marigo ,TKO (Punches),1.0,1:23,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,3,win,Mike Breeden,Craig Fairly ,TKO (Knee Injury),1.0,4:38,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,3,loss,Craig Fairly,Mike Breeden ,TKO (Knee Injury),1.0,4:38,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,4,win,Manuel Meraz,Scott Heston ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,4,loss,Scott Heston,Manuel Meraz ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,5,win,Chidi Njokuani,Melvin Guillard ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,5,loss,Melvin Guillard,Chidi Njokuani ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,6,win,David Rickels,Aaron Derrow ,TKO (Punches),3.0,0:44,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,6,loss,Aaron Derrow,David Rickels ,TKO (Punches),3.0,0:44,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,7,win,Jessica Middleton,Alice Yauger ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,7,loss,Alice Yauger,Jessica Middleton ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,8,win,AJ McKee,Brandon Phillips ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,8,loss,Brandon Phillips,A.J. McKee ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,9,win,Justin Overton,Gaston Reyno ,Technical Submission (Rear-Naked Choke),2.0,0:34,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,9,loss,Gaston Reyno,Justin Overton ,Technical Submission (Rear-Naked Choke),2.0,0:34,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,10,win,Jordan Young,Chris Harris ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,10,loss,Chris Harris,Jordan Young ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,11,win,Tyrell Fortune,Will Johnson ,TKO (Punches),2.0,4:27,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,11,loss,Will Johnson,Tyrell Fortune ,TKO (Punches),2.0,4:27,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,12,win,Jarod Trice,Kevin Woltkamp ,TKO (Punches),2.0,3:17,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,12,loss,Kevin Woltkamp,Jarod Trice ,TKO (Punches),2.0,3:17,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,13,win,Bruna Ellen,Carmela James ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Bellator MMA,Bellator 171 - Guillard vs. Njokuani,2017-01-27,13,loss,Carmela James,Bruna Ellen ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-171-Guillard-vs-Njokuani-56525
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,0,win,Amanda Nunes,Ronda Rousey,TKO (Punches),1.0,0:48,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,0,loss,Ronda Rousey,Amanda Nunes,TKO (Punches),1.0,0:48,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,1,win,Cody Garbrandt,Dominick Cruz ,Decision (Unanimous),5.0,5:00,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,1,loss,Dominick Cruz,Cody Garbrandt ,Decision (Unanimous),5.0,5:00,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,2,win,TJ Dillashaw,John Lineker ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,2,loss,John Lineker,T.J. Dillashaw ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,3,win,Dong Hyun Kim,Tarec Saffiedine ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,3,loss,Tarec Saffiedine,Dong Hyun Kim ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,4,win,Ray Borg,Louis Smolka ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,4,loss,Louis Smolka,Ray Borg ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,5,win,Neil Magny,Johny Hendricks ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,5,loss,Johny Hendricks,Neil Magny ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,6,win,Antonio Carlos Junior,Marvin Vettori ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,6,loss,Marvin Vettori,Antonio Carlos Jr. ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,7,win,Alex Garcia,Mike Pyle ,KO (Punch),1.0,3:34,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,7,loss,Mike Pyle,Alex Garcia ,KO (Punch),1.0,3:34,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,8,win,Niko Price,Brandon Thatch ,Submission (Arm-Triangle Choke),1.0,4:30,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,8,loss,Brandon Thatch,Niko Price ,Submission (Arm-Triangle Choke),1.0,4:30,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,9,NC,Alex Oliveira,Tim Means ,NC (Knee to Head of Grounded Fighter),1.0,3:33,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Ultimate Fighting Championship,UFC 207 - Nunes vs. Rousey,2016-12-30,9,NC,Tim Means,Alex Oliveira ,NC (Knee to Head of Grounded Fighter),1.0,3:33,http://www.sherdog.com/events/UFC-207-Nunes-vs-Rousey-55005
Bellator MMA,Bellator 169 - King Mo vs. Ishii,2016-12-16,0,win,King Mo Lawal,Satoshi Ishii,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-169-King-Mo-vs-Ishii-55743
Bellator MMA,Bellator 169 - King Mo vs. Ishii,2016-12-16,0,loss,Satoshi Ishii,Muhammed Lawal,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-169-King-Mo-vs-Ishii-55743
Bellator MMA,Bellator 169 - King Mo vs. Ishii,2016-12-16,1,win,James Gallagher,Anthony Taylor ,Submission (Rear-Naked Choke),3.0,1:52,http://www.sherdog.com/events/Bellator-169-King-Mo-vs-Ishii-55743
Bellator MMA,Bellator 169 - King Mo vs. Ishii,2016-12-16,1,loss,Anthony Taylor,James Gallagher ,Submission (Rear-Naked Choke),3.0,1:52,http://www.sherdog.com/events/Bellator-169-King-Mo-vs-Ishii-55743
Bellator MMA,Bellator 169 - King Mo vs. Ishii,2016-12-16,2,win,Sinead Kavanagh,Elina Kallionidou ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-169-King-Mo-vs-Ishii-55743
Bellator MMA,Bellator 169 - King Mo vs. Ishii,2016-12-16,2,loss,Elina Kallionidou,Sinead Kavanagh ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-169-King-Mo-vs-Ishii-55743
Bellator MMA,Bellator 169 - King Mo vs. Ishii,2016-12-16,3,win,Daniel Weichel,Brian Moore ,Submission (Arm-Triangle Choke),1.0,4:44,http://www.sherdog.com/events/Bellator-169-King-Mo-vs-Ishii-55743
Bellator MMA,Bellator 169 - King Mo vs. Ishii,2016-12-16,3,loss,Brian Moore,Daniel Weichel ,Submission (Arm-Triangle Choke),1.0,4:44,http://www.sherdog.com/events/Bellator-169-King-Mo-vs-Ishii-55743
Bellator MMA,Bellator 169 - King Mo vs. Ishii,2016-12-16,4,win,Cameron Else,Dylan Tuke ,TKO (Punch),1.0,0:20,http://www.sherdog.com/events/Bellator-169-King-Mo-vs-Ishii-55743
Bellator MMA,Bellator 169 - King Mo vs. Ishii,2016-12-16,4,loss,Dylan Tuke,Cameron Else ,TKO (Punch),1.0,0:20,http://www.sherdog.com/events/Bellator-169-King-Mo-vs-Ishii-55743
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,0,win,Max Holloway,Anthony Pettis,TKO (Kick to the Body and Punches),3.0,4:50,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,0,loss,Anthony Pettis,Max Holloway,TKO (Kick to the Body and Punches),3.0,4:50,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,1,win,Donald Cerrone,Matt Brown ,KO (Head Kick),3.0,0:34,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,1,loss,Matt Brown,Donald Cerrone ,KO (Head Kick),3.0,0:34,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,2,win,Cub Swanson,Doo Ho Choi ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,2,loss,Dooho Choi,Cub Swanson ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,3,win,Kelvin Gastelum,Tim Kennedy ,TKO (Punches),3.0,2:45,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,3,loss,Tim Kennedy,Kelvin Gastelum ,TKO (Punches),3.0,2:45,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,4,win,Emil Meek,Jordan Mein ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,4,loss,Jordan Mein,Emil Weber Meek ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,5,win,Misha Cirkunov,Nikita Krylov ,Submission (Guillotine Choke),1.0,4:38,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,5,loss,Nikita Krylov,Misha Cirkunov ,Submission (Guillotine Choke),1.0,4:38,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,6,win,Olivier Aubin-Mercier,Drew Dober ,Submission (Rear-Naked Choke),2.0,2:57,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,6,loss,Drew Dober,Olivier Aubin-Mercier ,Submission (Rear-Naked Choke),2.0,2:57,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,7,win,Viviane Pereira,Valerie Letourneau ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,7,loss,Valerie Letourneau,Viviane Pereira ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,8,win,Matthew Lopez,Mitch Gagnon ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,8,loss,Mitch Gagnon,Matthew Lopez ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,9,win,Lando Vannata,John Makdessi ,KO (Spinning Wheel Kick),1.0,1:40,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,9,loss,John Makdessi,Lando Vannata ,KO (Spinning Wheel Kick),1.0,1:40,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,10,win,Rustam Khabilov,Jason Saggo ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,10,loss,Jason Saggo,Rustam Khabilov ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,11,win,Dustin Ortiz,Zach Makovsky ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC 206 - Holloway vs. Pettis,2016-12-10,11,loss,Zach Makovsky,Dustin Ortiz ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-206-Holloway-vs-Pettis-55001
Ultimate Fighting Championship,UFC - The Ultimate Fighter 24 Finale,2016-12-03,0,win,Demetrious Johnson,Tim Elliott,Decision (Unanimous),5.0,5:00,http://www.sherdog.com/events/UFC-The-Ultimate-Fighter-24-Finale-54997
Ultimate Fighting Championship,UFC - The Ultimate Fighter 24 Finale,2016-12-03,0,loss,Tim Elliott,Demetrious Johnson,Decision (Unanimous),5.0,5:00,http://www.sherdog.com/events/UFC-The-Ultimate-Fighter-24-Finale-54997
Bellator MMA,Bellator 167 - Taimanglo vs. Caldwell 2,2016-12-03,0,win,Darrion Caldwell,Joe Taimanglo,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-167-Taimanglo-vs-Caldwell-2-55715
Bellator MMA,Bellator 167 - Taimanglo vs. Caldwell 2,2016-12-03,0,loss,Joe Taimanglo,Darrion Caldwell,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-167-Taimanglo-vs-Caldwell-2-55715
Ultimate Fighting Championship,UFC - The Ultimate Fighter 24 Finale,2016-12-03,1,win,Joseph Benavidez,Henry Cejudo ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-The-Ultimate-Fighter-24-Finale-54997
Ultimate Fighting Championship,UFC - The Ultimate Fighter 24 Finale,2016-12-03,1,loss,Henry Cejudo,Joseph Benavidez ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-The-Ultimate-Fighter-24-Finale-54997
Bellator MMA,Bellator 167 - Taimanglo vs. Caldwell 2,2016-12-03,1,win,John Teixeira,Justin Lawrence ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-167-Taimanglo-vs-Caldwell-2-55715
Bellator MMA,Bellator 167 - Taimanglo vs. Caldwell 2,2016-12-03,1,loss,Justin Lawrence,John Teixeira da Conceicao ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-167-Taimanglo-vs-Caldwell-2-55715
Ultimate Fighting Championship,UFC - The Ultimate Fighter 24 Finale,2016-12-03,2,win,Jorge Masvidal,Jake Ellenberger ,TKO (Punches),1.0,4:05,http://www.sherdog.com/events/UFC-The-Ultimate-Fighter-24-Finale-54997
Ultimate Fighting Championship,UFC - The Ultimate Fighter 24 Finale,2016-12-03,2,loss,Jake Ellenberger,Jorge Masvidal ,TKO (Punches),1.0,4:05,http://www.sherdog.com/events/UFC-The-Ultimate-Fighter-24-Finale-54997
Bellator MMA,Bellator 167 - Taimanglo vs. Caldwell 2,2016-12-03,2,win,Ilima-Lei Macfarlane,Emily Ducote ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-167-Taimanglo-vs-Caldwell-2-55715
Bellator MMA,Bellator 167 - Taimanglo vs. Caldwell 2,2016-12-03,2,loss,Emily Ducote,Ilima-Lei Macfarlane ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Bellator-167-Taimanglo-vs-Caldwell-2-55715
Ultimate Fighting Championship,UFC - The Ultimate Fighter 24 Finale,2016-12-03,3,win,Jared Cannonier,Ion Cutelaba ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-The-Ultimate-Fighter-24-Finale-54997
Ultimate Fighting Championship,UFC - The Ultimate Fighter 24 Finale,2016-12-03,3,loss,Ion Cutelaba,Jared Cannonier ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-The-Ultimate-Fighter-24-Finale-54997
Bellator MMA,Bellator 167 - Taimanglo vs. Caldwell 2,2016-12-03,3,win,Chidi Njokuani,Andre Fialho ,TKO (Punches),1.0,0:21,http://www.sherdog.com/events/Bellator-167-Taimanglo-vs-Caldwell-2-55715
Bellator MMA,Bellator 167 - Taimanglo vs. Caldwell 2,2016-12-03,3,loss,Andre Fialho,Chidi Njokuani ,TKO (Punches),1.0,0:21,http://www.sherdog.com/events/Bellator-167-Taimanglo-vs-Caldwell-2-55715
Ultimate Fighting Championship,UFC - The Ultimate Fighter 24 Finale,2016-12-03,4,win,Sara McMann,Alexis Davis ,Submission (Arm-Triangle Choke),2.0,2:52,http://www.sherdog.com/events/UFC-The-Ultimate-Fighter-24-Finale-54997
Ultimate Fighting Championship,UFC - The Ultimate Fighter 24 Finale,2016-12-03,4,loss,Alexis Davis,Sara McMann ,Submission (Arm-Triangle Choke),2.0,2:52,http://www.sherdog.com/events/UFC-The-Ultimate-Fighter-24-Finale-54997
Bellator MMA,Bellator 167 - Taimanglo vs. Caldwell 2,2016-12-03,4,win,Fernando Gonzalez Trevino,Christopher Hicks ,KO (Punch),1.0,0:15,http://www.sherdog.com/events/Bellator-167-Taimanglo-vs-Caldwell-2-55715
Bellator MMA,Bellator 167 - Taimanglo vs. Caldwell 2,2016-12-03,4,loss,Christopher Hicks,Fernando Gonzalez Trevino ,KO (Punch),1.0,0:15,http://www.sherdog.com/events/Bellator-167-Taimanglo-vs-Caldwell-2-55715
Ultimate Fighting Championship,UFC - The Ultimate Fighter 24 Finale,2016-12-03,5,win,Brandon Moreno,Ryan Benoit ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/UFC-The-Ultimate-Fighter-24-Finale-54997
