Event,Date,Location,Fight Number,Fighter,Record,Height,Weightclass,Reach,Leg Reach,Url
UFC 183 - Silva vs. Diaz,2015-01-31 00:00:00,"Las Vegas, Nevada",5,Miesha Tate,18-7-0,"5' 6""",135,65,37,http://www.ufc.com/event/UFC183/printFightCard
UFC 183 - Silva vs. Diaz,2015-01-31 00:00:00,"Las Vegas, Nevada",5,Sara McMann,11-4-0,"5' 6""",135,66,37,http://www.ufc.com/event/UFC183/printFightCard
UFC 183 - Silva vs. Diaz,2015-01-31 00:00:00,"Las Vegas, Nevada",6,Ed Herman,"24-13-0, 1NC","6' 1""",205,77,42,http://www.ufc.com/event/UFC183/printFightCard
UFC 183 - Silva vs. Diaz,2015-01-31 00:00:00,"Las Vegas, Nevada",6,Derek Brunson,18-5-0,"6' 1""",185,77,43,http://www.ufc.com/event/UFC183/printFightCard
UFC 183 - Silva vs. Diaz,2015-01-31 00:00:00,"Las Vegas, Nevada",7,Ian McCall,13-5-1,"5' 5""",125,64,37,http://www.ufc.com/event/UFC183/printFightCard
UFC 183 - Silva vs. Diaz,2015-01-31 00:00:00,"Las Vegas, Nevada",7,John Lineker,30-8-0,"5' 3""",135,67,36,http://www.ufc.com/event/UFC183/printFightCard
UFC 183 - Silva vs. Diaz,2015-01-31 00:00:00,"Las Vegas, Nevada",8,Rafael Natal,21-9-1,"6' 0""",185,76,43,http://www.ufc.com/event/UFC183/printFightCard
UFC 183 - Silva vs. Diaz,2015-01-31 00:00:00,"Las Vegas, Nevada",8,Tom Watson,17-9-0,"6' 1""",185,73,,http://www.ufc.com/event/UFC183/printFightCard
UFC 183 - Silva vs. Diaz,2015-01-31 00:00:00,"Las Vegas, Nevada",9,Richardson Moreira,7-4-0,"6' 2""",185,72,,http://www.ufc.com/event/UFC183/printFightCard
UFC 183 - Silva vs. Diaz,2015-01-31 00:00:00,"Las Vegas, Nevada",9,Ildemar Alcantara,21-8-0,"6' 2""",185,78,,http://www.ufc.com/event/UFC183/printFightCard
UFC 183 - Silva vs. Diaz,2015-01-31 00:00:00,"Las Vegas, Nevada",10,Thiago Santos,16-5-0,"6' 0""",185,76,42,http://www.ufc.com/event/UFC183/printFightCard
UFC 183 - Silva vs. Diaz,2015-01-31 00:00:00,"Las Vegas, Nevada",10,Andy Enz,8-3-0,"6' 3""",185,78,,http://www.ufc.com/event/UFC183/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",0,Alexander Gustafsson,18-4-0,"6' 5""",205,79,46,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",0,Anthony Johnson,22-6-0,"6' 2""",205,78,44,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",1,Dan Henderson,32-15-0,"5' 11""",185,74,39,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",1,Gegard Mousasi,42-6-2,"6' 2""",185,76,42,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",2,Phil Davis,"13-3-0, 1NC","6' 2""",205,79,,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",2,Ryan Bader,22-5-0,"6' 2""",205,74,44,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",3,Akira Corassani,14-7-1,"5' 8""",145,67,,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",3,Sam Sicilia,15-8-0,"5' 8""",145,67,39,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",4,Nico Musoke,"13-5-0, 1NC","6' 0""",170,75,39,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",4,Albert Tumenov,17-4-0,"5' 11""",170,73,39,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",5,Kenny Robertson,15-5-0,"5' 10""",170,74,,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",5,Sultan Aliev,14-2-0,"6' 0""",170,74,40,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",6,Andy Ogle,9-6-0,"5' 8""",145,69,,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",6,Makwan Amirkhani,13-3-0,"5' 10""",145,72,41,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",7,Nikita Krylov,21-5-0,"6' 3""",205,77,44,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",7,Stanislav Nedkov,"12-2-0, 1NC","5' 11""",205,71,,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",8,Mairbek Taisumov,26-5-0,"5' 9""",155,73,40,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",8,Anthony Christodoulou,12-6-0,"5' 9""",155,72,,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",9,Mirsad Bektic,11-1-0,"5' 8""",145,70,40,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",9,Paul Redmond,10-5-0,"5' 9""",145,70,,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",10,Viktor Pesta,10-4-0,"6' 3""",265,77,45,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",10,Konstantin Erokhin,9-3-0,"5' 11""",265,73,41,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",11,Neil Seery,16-13-0,"5' 4""",125,64,38,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - Gustafsson vs. Johnson,2015-01-24 00:00:00,"Stockholm, Sweden",11,Chris Beal,10-3-0,"5' 7""",135,69,38,http://www.ufc.com/event/ufc-fight-night-stockholm-sweden/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",0,Conor McGregor,21-3-0,"5' 9""",155,74,40,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",0,Dennis Siver,"23-11-0, 1NC","5' 7""",145,70,38,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",1,Donald Cerrone,"32-10-0, 1NC","6' 1""",170,73,40,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",1,Benson Henderson,23-5-0,"5' 9""",170,70,38,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",2,Uriah Hall,14-8-0,"6' 0""",185,79,43,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",2,Ron Stallings,"13-8-0, 1NC","6' 0""",185,75,,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",3,Norman Parke,22-5-1,"5' 11""",155,70,40,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",3,Gleison Tibau,41-11-0,"5' 10""",155,71,39,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",4,Cathal Pendred,17-5-1,"6' 1""",170,75,41,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",4,Sean Spencer,12-6-0,"5' 10""",170,75,41,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",5,John  Howard,23-12-0,"5' 7""",170,71,40,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",5,Lorenz Larkin,"18-5-0, 1NC","5' 11""",170,72,41,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",6,Zhang Lipeng,9-9-1,"5' 11""",155,71,,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",6,Chris Wade,12-3-0,"5' 10""",155,70,40,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",7,Paddy Holohan,12-2-1,"5' 10""",125,69,39,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",7,Shane Howell,13-9-0,"5' 8""",125,69,,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",8,Johnny Case,22-6-0,"5' 10""",155,72,42,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",8,Frankie Perez,10-4-0,"5' 11""",155,73,40,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",9,Charles Rosa,11-3-0,"5' 9""",145,69,39,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",9,Sean Soriano,8-3-0,"5' 9""",145,70,,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",10,Matt Van Buren,7-4-0,"6' 5""",205,76,,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",10,Sean O'Connell,17-9-0,"6' 1""",205,74,42,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",11,Tateki Matsuda,10-7-0,"5' 7""",125,65,,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC Fight Night - McGregor vs. Siver,2015-01-18 00:00:00,"Boston, MA",11,Joby Sanchez,7-2-0,"5' 6""",125,68,39,http://www.ufc.com/event/ufc-fight-night-boston-2015/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",0,Jon Jones,23-1-0,"6' 4""",205,84,45,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",0,Daniel Cormier,"19-1-0, 1NC","5' 11""",205,72,41,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",1,Donald Cerrone,"32-10-0, 1NC","6' 1""",170,73,40,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",1,Myles Jury,16-2-0,"5' 11""",145,73,42,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",2,Brad Tavares,16-5-0,"6' 1""",185,74,43,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",2,Nate Marquardt,38-19-2,"6' 0""",185,74,42,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",3,Kyoji Horiguchi,18-2-0,"5' 5""",125,66,37,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",3,Louis Gaudinot,"6-4-0, 1NC","5' 3""",125,63,,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",4,Hector Lombard,"34-8-1, 2NC","5' 9""",170,71,38,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",4,Joshua Burkman,"29-16-0, 1NC","5' 10""",170,72,39,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",5,Danny Castillo,17-10-0,"5' 9""",155,71,,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",5,Paul Felder,15-3-0,"5' 11""",155,70,40,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",6,Marcus Brimage,7-5-0,"5' 4""",135,71,,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",6,Cody Garbrandt,11-1-0,"5' 8""",135,65,38,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",7,Shawn Jordan,18-7-0,"6' 0""",265,75,,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",7,Jared Cannonier,10-3-0,"5' 11""",205,77,41,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",8,Evan Dunham,18-6-1,"5' 10""",155,70,38,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",8,Rodrigo Damm,12-9-0,"5' 7""",155,71,,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",9,Omari Akhmedov,17-4-0,"6' 0""",170,73,40,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",9,Mats Nilsson,11-4-1,"6' 1""",170,74,,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",10,Alexis Dufresne,5-2-0,"5' 9""",135,68,,http://www.ufc.com/event/UFC182/printFightCard
UFC 182 - Jones vs. Cormier,2015-01-03 00:00:00,"Las Vegas, Nevada",10,Marion Reneau,8-3-1,"5' 6""",135,68,39,http://www.ufc.com/event/UFC182/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",0,Lyoto Machida,22-8-0,"6' 1""",185,74,42,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",0,CB Dollaway,17-9-0,"6' 2""",205,76,42,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",1,Renan Barao,"36-5-0, 1NC","5' 6""",145,70,39,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",1,Mitch Gagnon,12-4-0,"5' 5""",135,65,36,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",2,Antonio Carlos Junior,"10-2-0, 1NC","6' 2""",185,79,42,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",2,Patrick Cummins,10-4-0,"6' 2""",205,76,43,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",3,Elias Silverio,11-2-0,"5' 11""",155,73,,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",3,Rashid Magomedov,20-2-0,"5' 9""",155,70,39,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",4,Erick Silva,"19-9-0, 1NC","6' 0""",170,74,41,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",4,Mike Rhodes,6-4-0,"6' 1""",170,74,,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",5,Daniel Sarafian,10-6-0,"5' 9""",185,73,41,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",5,Antonio dos Santos,6-3-0,"5' 10""",185,72,,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",6,Marcos Rogerio De Lima,15-6-1,"6' 1""",205,75,43,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",6,Igor Pokrajac,"25-13-0, 1NC","6' 0""",205,74,,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",7,Tom Niinimaki,21-8-1,"5' 9""",145,69,,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",7,Renato Moicano,11-1-1,"5' 11""",145,72,42,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",8,Darren Elkins,24-5-0,"5' 10""",145,71,39,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",8,Hacran Dias,23-6-1,"5' 8""",155,69,40,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",9,Leandro Issa,13-6-0,"5' 7""",135,69,39,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",9,Ulka Sasaki,20-5-2,"5' 10""",125,71,42,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",10,Marcio  Alexandre,13-3-0,"6' 0""",170,75,,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",10,Tim Means,"27-9-1, 1NC","6' 2""",170,75,43,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",11,Vitor Miranda,13-6-0,"6' 1""",185,77,43,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Machida vs. Dollaway,2014-12-20 00:00:00,"Barueri, Brazil",11,Jake Collier,11-4-0,"6' 3""",205,78,43,http://www.ufc.com/event/ufc-fight-night-barueri/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",0,Junior Dos Santos,18-5-0,"6' 4""",265,77,41,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",0,Stipe Miocic,17-2-0,"6' 4""",265,80,39,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",1,Rafael Dos Anjos,28-9-0,"5' 8""",170,70,38,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",1,Nate Diaz,20-11-0,"6' 0""",170,76,38,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",2,Alistair Overeem,"43-16-0, 1NC","6' 4""",265,80,44,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",2,Stefan Struve,32-9-0,"7' 0""",265,84,48,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",3,Gabriel Gonzaga,17-11-0,"6' 2""",265,76,42,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",3,Matt Mitrione,9-5-0,"6' 3""",265,79,43,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",4,Claudia Gadelha,15-3-0,"5' 4""",115,63,32,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",4,Joanna Jedrzejczyk,14-1-0,"5' 6""",115,65,35,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",5,John Moraga,18-6-0,"5' 6""",125,66,37,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",5,Willie Gates,12-7-0,"5' 8""",125,70,39,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",6,Joe Riggs,"41-17-0, 1NC","6' 0""",185,70,37,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",6,Ben Saunders,21-8-2,"6' 2""",170,77,45,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",7,Jamie Varner,"21-11-1, 2NC","5' 8""",155,72,,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",7,Drew Dober,"18-8-0, 1NC","5' 8""",155,70,35,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",8,Joe Ellenberger,15-2-0,"5' 9""",155,72,,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",8,Bryan Barberena,13-5-0,"6' 0""",170,72,39,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",9,David Michaud,8-1-0,"5' 9""",155,72,,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",9,Garett Whiteley,8-3-0,"6' 0""",155,72,,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",10,Henry Cejudo,12-2-0,"5' 4""",125,64,37,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",10,Dustin Kimura,12-3-0,"5' 7""",135,71,,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",11,Anthony Birchak,13-3-0,"5' 8""",135,69,39,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
UFC Fight Night - Dos Santos vs. Miocic,2014-12-13 00:00:00,"Phoenix, AZ",11,Ian Entwistle,9-3-0,"5' 5""",135,64,35,http://www.ufc.com/event/ufc-fight-night-phoenix/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",0,Carla Esparza,13-4-0,"5' 1""",115,63,35,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
The Ultimate Fighter Finale,2014-12-12 00:00:00,"Las Vegas, NV",0,Rose Namajunas,8-3-0,"5' 5""",115,65,39,http://www.ufc.com/event/the-ultimate-fighter-a-champion-will-be-crowned/printFightCard
