Event,Date,Division,Weightclass,Fight Number,Fighter,Result,Opponent,Method,Round,Time,Location,Venue,Attendance,Url
UFC 218: Holloway vs. Aldo 2,2017-12-02,Heavyweight,265.0,12,Allen Crowder,loss,Justin Willis,KO (punch),1,2:33,"Detroit, Michigan, U.S.",Little Caesars Arena,17587.0,https://en.wikipedia.org/wiki/UFC_218
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Women's Flyweight,125.0,0,Nicco Montao,win,Roxanne Modafferi,"Decision (unanimous) (50-45, 49-46, 49-46)",5,5:00,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Women's Flyweight,125.0,0,Roxanne Modafferi,loss,Nicco Montao,"Decision (unanimous) (50-45, 49-46, 49-46)",5,5:00,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Bantamweight,135.0,1,Sean O'Malley,win,Terrion Ware,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Bantamweight,135.0,1,Terrion Ware,loss,Sean O'Malley,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Women's Flyweight,125.0,2,Lauren Murphy,win,Barb Honchak,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Women's Flyweight,125.0,2,Barb Honchak,loss,Lauren Murphy,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Middleweight,185.0,3,Gerald Meerschaert,win,Eric Spicely,TKO (body kick),2,2:18,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Middleweight,185.0,3,Eric Spicely,loss,Gerald Meerschaert,TKO (body kick),2,2:18,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Women's Flyweight,125.0,4,DeAnna Bennett,draw,Melinda Fbin,"Draw (majority) (29-27, 28-28, 28-28)",3,5:00,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Women's Flyweight,125.0,4,Melinda Fbin,draw,DeAnna Bennett,"Draw (majority) (29-27, 28-28, 28-28)",3,5:00,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Bantamweight,135.0,5,Brett Johns,win,Joe Soto,Submission (calf slicer),1,0:30,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Bantamweight,135.0,5,Joe Soto,loss,Brett Johns,Submission (calf slicer),1,0:30,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Women's Flyweight,125.0,6,Montana De La Rosa,win,Christina Marks,Submission (armbar),1,2:00,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Women's Flyweight,125.0,6,Christina Marks,loss,Montana De La Rosa,Submission (armbar),1,2:00,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Middleweight,185.0,7,Ryan Janes,win,Andrew Sanchez,TKO (punches),3,0:59,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Middleweight,185.0,7,Andrew Sanchez,loss,Ryan Janes,TKO (punches),3,0:59,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Catchweight (130 lbs),130.0,8,Rachael Ostovich-Berdon,win,Karine Gevorgyan,Submission (armbar),1,1:40,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Catchweight (130 lbs),130.0,8,Karine Gevorgyan,loss,Rachael Ostovich-Berdon,Submission (armbar),1,1:40,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Women's Flyweight,125.0,9,Shana Dobson,win,Ariel Beck,TKO (punches),2,2:53,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Women's Flyweight,125.0,9,Ariel Beck,loss,Shana Dobson,TKO (punches),2,2:53,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Women's Flyweight,125.0,10,Gillian Robertson,win,Emily Whitmire,Submission (armbar),1,2:12,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
The Ultimate Fighter: A New World Champion Finale,2017-12-01,Women's Flyweight,125.0,10,Emily Whitmire,loss,Gillian Robertson,Submission (armbar),1,2:12,"Las Vegas, Nevada, U.S",Park Theater,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_New_World_Champion#The_Ultimate_Fighter_26_Finale
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Middleweight,185.0,0,Kelvin Gastelum,win,Michael Bisping,KO (punch),1,2:30,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Middleweight,185.0,0,Michael Bisping,loss,Kelvin Gastelum,KO (punch),1,2:30,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Welterweight,170.0,1,Li Jingliang,win,Zak Ottow,TKO (punches),1,2:57,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Welterweight,170.0,1,Zak Ottow,loss,Li Jingliang,TKO (punches),1,2:57,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Featherweight,145.0,2,Wang Guan,win,Alex Caceres,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Featherweight,145.0,2,Alex Caceres,loss,Wang Guan,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Welterweight,170.0,3,Alex Garcia,win,Muslim Salikhov,Submission (rear-naked choke),2,3:22,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Welterweight,170.0,3,Muslim Salikhov,loss,Alex Garcia,Submission (rear-naked choke),2,3:22,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Featherweight,145.0,4,Zabit Magomedsharipov,win,Sheymon Moraes,Submission (anaconda choke),3,4:30,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Featherweight,145.0,4,Sheymon Moraes,loss,Zabit Magomedsharipov,Submission (anaconda choke),3,4:30,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Welterweight,170.0,5,Song Kenan,win,Bobby Nash,TKO (punches),1,0:15,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Welterweight,170.0,5,Bobby Nash,loss,Song Kenan,TKO (punches),1,0:15,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Women's Strawweight,115.0,6,Yan Xiaonan,win,Kailin Curran,"Decision (unanimous) (29-28, 29-28, 30-27)",3,5:00,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Women's Strawweight,115.0,6,Kailin Curran,loss,Yan Xiaonan,"Decision (unanimous) (29-28, 29-28, 30-27)",3,5:00,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Featherweight,145.0,7,Song Yadong,win,Bharat Kandare,Submission (guillotine choke),1,4:16,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Featherweight,145.0,7,Bharat Kandare,loss,Song Yadong,Submission (guillotine choke),1,4:16,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Heavyweight,265.0,8,Shamil Abdurakhimov,win,Chase Sherman,KO (punch),1,1:24,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Heavyweight,265.0,8,Chase Sherman,loss,Shamil Abdurakhimov,KO (punch),1,1:24,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Women's Bantamweight,135.0,9,Gina Mazany,win,Wu Yanan,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Women's Bantamweight,135.0,9,Wu Yanan,loss,Gina Mazany,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Catchweight (148 lbs),148.0,10,Rolando Dy,win,Wuliji Buren,"Decision (unanimous) (30-27, 29-28, 30-27)",3,5:00,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Catchweight (148 lbs),148.0,10,Wuliji Buren,loss,Rolando Dy,"Decision (unanimous) (30-27, 29-28, 30-27)",3,5:00,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Heavyweight,265.0,11,Cyril Asker,win,Hu Yaozong,Submission (rear-naked choke),2,2:33,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,Heavyweight,265.0,11,Hu Yaozong,loss,Cyril Asker,Submission (rear-naked choke),2,2:33,"Shanghai, China",Mercedes-Benz Arena,15128.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Gastelum
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Heavyweight,265.0,0,Fabrcio Werdum,win,Marcin Tybura,"Decision (unanimous) (5045, 5045, 4946)",5,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Heavyweight,265.0,0,Marcin Tybura,loss,Fabrcio Werdum,"Decision (unanimous) (5045, 5045, 4946)",5,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Catchweight (128 lbs),128.0,1,Jessica-Rose Clark,win,Bec Rawlings,"Decision (split) (2928, 2829, 2928)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Catchweight (128 lbs),128.0,1,Bec Rawlings,loss,Jessica Rose-Clark,"Decision (split) (2928, 2829, 2928)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Welterweight,170.0,2,Belal Muhammad,win,Tim Means,"Decision (split) (2928, 2829, 2928)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Welterweight,170.0,2,Tim Means,loss,Belal Muhammad,"Decision (split) (2928, 2829, 2928)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Welterweight,170.0,3,Jake Matthews,win,Bojan Velikovi,"Decision (split) (2829, 2928, 2928)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Welterweight,170.0,3,Bojan Velikovi,loss,Jake Matthews,"Decision (split) (2829, 2928, 2928)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Middleweight,185.0,4,Elias Theodorou,win,Dan Kelly,"Decision (unanimous) (3028, 3027, 3026)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Middleweight,185.0,4,Daniel Kelly,loss,Elias Theodorou,"Decision (unanimous) (3028, 3027, 3026)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Catchweight (150 lbs),150.0,5,Alexander Volkanovski,win,Shane Young,"Decision (unanimous) (3027, 3026, 3026)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Catchweight (150 lbs),150.0,5,Shane Young,loss,Alexander Volkanovski,"Decision (unanimous) (3027, 3026, 3026)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Catchweight (129 lbs),129.0,6,Ryan Benoit,win,Ashkan Mokhtarian,KO (head kick),3,2:38,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Catchweight (129 lbs),129.0,6,Ashkan Mokhtarian,loss,Ryan Benoit,KO (head kick),3,2:38,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Lightweight,155.0,7,Nik Lentz,win,Will Brooks,Submission (guillotine choke),2,2:05,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Lightweight,155.0,7,Will Brooks,loss,Nik Lentz,Submission (guillotine choke),2,2:05,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Heavyweight,265.0,8,Tai Tuivasa,win,Rashad Coulter,KO (flying knee),1,4:35,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Heavyweight,265.0,8,Rashad Coulter,loss,Tai Tuivasa,KO (flying knee),1,4:35,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Catchweight (160 lbs),160.0,9,Frank Camacho,win,Damien Brown,"Decision (split) (2829, 3027, 2928)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Catchweight (160 lbs),160.0,9,Damien Brown,loss,Frank Camacho,"Decision (split) (2829, 3027, 2928)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Catchweight (120 lbs),120.0,10,Nadia Kassem,win,Alex Chambers,"Decision (unanimous) (2928, 2927, 2927)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Catchweight (120 lbs),120.0,10,Alex Chambers,loss,Nadia Kassem,"Decision (unanimous) (2928, 2927, 2927)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Flyweight,125.0,11,Eric Shelton,win,Jenel Lausa,"Decision (unanimous) (3027. 3026, 3025)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Flyweight,125.0,11,Jenel Lausa,loss,Eric Shelton,"Decision (unanimous) (3027. 3026, 3025)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Heavyweight,265.0,12,Adam Wieczorek,win,Anthony Hamilton,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Werdum vs. Tybura,2017-11-19,Heavyweight,265.0,12,Anthony Hamilton,loss,Adam Wieczorek,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Sydney, Australia",Qudos Bank Arena,10021.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura
UFC Fight Night: Poirier vs. Pettis,2017-11-11,Lightweight,155.0,0,Dustin Poirier,win,Anthony Pettis,TKO (rib injury),3,2:08,"Norfolk, Virginia, U.S.",Ted Constant Convocation Center,8442.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Poirier_vs._Pettis
UFC Fight Night: Poirier vs. Pettis,2017-11-11,Lightweight,155.0,0,Anthony Pettis,loss,Dustin Poirier,TKO (rib injury),3,2:08,"Norfolk, Virginia, U.S.",Ted Constant Convocation Center,8442.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Poirier_vs._Pettis
UFC Fight Night: Poirier vs. Pettis,2017-11-11,Welterweight,170.0,1,Matt Brown,win,Diego Sanchez,KO (elbow),1,3:44,"Norfolk, Virginia, U.S.",Ted Constant Convocation Center,8442.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Poirier_vs._Pettis
UFC Fight Night: Poirier vs. Pettis,2017-11-11,Welterweight,170.0,1,Diego Sanchez,loss,Matt Brown,KO (elbow),1,3:44,"Norfolk, Virginia, U.S.",Ted Constant Convocation Center,8442.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Poirier_vs._Pettis
UFC Fight Night: Poirier vs. Pettis,2017-11-11,Heavyweight,265.0,2,Andrei Arlovski,win,Jnior Albini,"Decision (unanimous) (29-28, 30-27, 30-27)",3,5:00,"Norfolk, Virginia, U.S.",Ted Constant Convocation Center,8442.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Poirier_vs._Pettis
UFC Fight Night: Poirier vs. Pettis,2017-11-11,Heavyweight,265.0,2,Jnior Albini,loss,Andrei Arlovski,"Decision (unanimous) (29-28, 30-27, 30-27)",3,5:00,"Norfolk, Virginia, U.S.",Ted Constant Convocation Center,8442.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Poirier_vs._Pettis
UFC Fight Night: Poirier vs. Pettis,2017-11-11,Middleweight,185.0,3,Cezar Ferreira,win,Nate Marquardt,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,"Norfolk, Virginia, U.S.",Ted Constant Convocation Center,8442.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Poirier_vs._Pettis
UFC Fight Night: Poirier vs. Pettis,2017-11-11,Middleweight,185.0,3,Nate Marquardt,loss,Cezar Ferreira,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,"Norfolk, Virginia, U.S.",Ted Constant Convocation Center,8442.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Poirier_vs._Pettis
UFC Fight Night: Poirier vs. Pettis,2017-11-11,Catchweight (138.5 lbs),138.5,4,Raphael Assuno,win,Matthew Lopez,KO (punch),3,1:50,"Norfolk, Virginia, U.S.",Ted Constant Convocation Center,8442.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Poirier_vs._Pettis
UFC Fight Night: Poirier vs. Pettis,2017-11-11,Catchweight (138.5 lbs),138.5,4,Matthew Lopez,loss,Raphael Assuno,KO (punch),3,1:50,"Norfolk, Virginia, U.S.",Ted Constant Convocation Center,8442.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Poirier_vs._Pettis
UFC Fight Night: Poirier vs. Pettis,2017-11-11,Lightweight,155.0,5,Clay Guida,win,Joe Lauzon,TKO (punches and elbows),1,1:07,"Norfolk, Virginia, U.S.",Ted Constant Convocation Center,8442.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Poirier_vs._Pettis
UFC Fight Night: Poirier vs. Pettis,2017-11-11,Lightweight,155.0,5,Joe Lauzon,loss,Clay Guida,TKO (punches and elbows),1,1:07,"Norfolk, Virginia, U.S.",Ted Constant Convocation Center,8442.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Poirier_vs._Pettis
