Event,Date,Fight Number,Division,Weightclass,Fighter,Opponent,Result,Method,Round,Time,Sig Strikes,Takedowns,Sub Attempts,Guard Passes,Url
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,9,Women's Bantamweight,135,Wu Yanan,Gina Mazany,loss,U-DEC,3,5:00,22,1,0,1,http://www.fightmetric.com/event-details/e7bc606d269896aa
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,9,Women's Bantamweight,135,Gina Mazany,Wu Yanan,win,U-DEC,3,5:00,38,5,0,1,http://www.fightmetric.com/event-details/e7bc606d269896aa
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,10,Featherweight,145,Wuliji Buren,Rolando Dy,loss,U-DEC,3,5:00,17,4,0,2,http://www.fightmetric.com/event-details/e7bc606d269896aa
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,10,Featherweight,145,Rolando Dy,Wuliji Buren,win,U-DEC,3,5:00,26,0,0,1,http://www.fightmetric.com/event-details/e7bc606d269896aa
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,11,Heavyweight,265,Cyril Asker,Hu Yaozong,win,SUB  Rear Naked Choke,2,2:33,20,4,1,3,http://www.fightmetric.com/event-details/e7bc606d269896aa
UFC Fight Night: Bisping vs. Gastelum,2017-11-25,11,Heavyweight,265,Hu Yaozong,Cyril Asker,loss,SUB  Rear Naked Choke,2,2:33,8,0,1,0,http://www.fightmetric.com/event-details/e7bc606d269896aa
UFC Fight Night: Werdum vs. Tybura,2017-11-18,0,Heavyweight,265,Fabricio Werdum,Marcin Tybura,win,U-DEC,5,5:00,155,1,0,2,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,0,Heavyweight,265,Marcin Tybura,Fabricio Werdum,loss,U-DEC,5,5:00,127,1,0,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,1,Women's Flyweight,125,Jessica-Rose Clark,Bec Rawlings,win,S-DEC,3,5:00,101,2,1,3,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,1,Women's Flyweight,125,Bec Rawlings,Jessica-Rose Clark,loss,S-DEC,3,5:00,65,2,1,2,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,2,Welterweight,170,Belal Muhammad,Tim Means,win,S-DEC,3,5:00,88,1,0,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,2,Welterweight,170,Tim Means,Belal Muhammad,loss,S-DEC,3,5:00,91,0,0,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,3,Welterweight,170,Jake Matthews,Bojan Velickovic,win,S-DEC,3,5:00,20,4,0,4,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,3,Welterweight,170,Bojan Velickovic,Jake Matthews,loss,S-DEC,3,5:00,24,1,1,3,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,4,Middleweight,185,Elias Theodorou,Daniel Kelly,win,U-DEC,3,5:00,118,0,0,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,4,Middleweight,185,Daniel Kelly,Elias Theodorou,loss,U-DEC,3,5:00,42,2,1,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,5,Catch Weight,0,Alexander Volkanovski,Shane Young,win,U-DEC,3,5:00,68,5,0,9,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,5,Catch Weight,0,Shane Young,Alexander Volkanovski,loss,U-DEC,3,5:00,18,1,0,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,6,Flyweight,125,Ashkan Mokhtarian,Ryan Benoit,loss,KO/TKO  Kick,3,2:38,42,0,0,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,6,Flyweight,125,Ryan Benoit,Ashkan Mokhtarian,win,KO/TKO  Kick,3,2:38,45,0,0,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,7,Lightweight,155,Nik Lentz,Will Brooks,win,SUB  Guillotine Choke,2,2:05,34,0,1,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,7,Lightweight,155,Will Brooks,Nik Lentz,loss,SUB  Guillotine Choke,2,2:05,49,2,1,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,8,Heavyweight,265,Rashad Coulter,Tai Tuivasa,loss,KO/TKO  Flying Knee,1,4:35,10,0,0,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,8,Heavyweight,265,Tai Tuivasa,Rashad Coulter,win,KO/TKO  Flying Knee,1,4:35,22,0,0,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,9,Lightweight,155,Damien Brown,Frank Camacho,loss,S-DEC,3,5:00,104,2,1,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,9,Lightweight,155,Frank Camacho,Damien Brown,win,S-DEC,3,5:00,154,1,0,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,10,Women's Strawweight,115,Alex Chambers,Nadia Kassem,loss,U-DEC,3,5:00,45,4,0,4,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,10,Women's Strawweight,115,Nadia Kassem,Alex Chambers,win,U-DEC,3,5:00,52,0,6,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,11,Flyweight,125,Jenel Lausa,Eric Shelton,loss,U-DEC,3,5:00,5,1,2,0,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,11,Flyweight,125,Eric Shelton,Jenel Lausa,win,U-DEC,3,5:00,86,5,0,4,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,12,Heavyweight,265,Adam Wieczorek,Anthony Hamilton,win,U-DEC,3,5:00,42,0,0,1,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Werdum vs. Tybura,2017-11-18,12,Heavyweight,265,Anthony Hamilton,Adam Wieczorek,loss,U-DEC,3,5:00,32,2,0,5,http://www.fightmetric.com/event-details/caced97768818230
UFC Fight Night: Poirier vs. Pettis,2017-11-11,0,Lightweight,155,Dustin Poirier,Anthony Pettis,win,KO/TKO,3,2:08,53,5,0,3,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,0,Lightweight,155,Anthony Pettis,Dustin Poirier,loss,KO/TKO,3,2:08,34,1,4,2,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,1,Welterweight,170,Matt Brown,Diego Sanchez,win,KO/TKO  Elbow,1,3:44,18,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,1,Welterweight,170,Diego Sanchez,Matt Brown,loss,KO/TKO  Elbow,1,3:44,12,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,2,Heavyweight,265,Andrei Arlovski,Junior Albini,win,U-DEC,3,5:00,92,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,2,Heavyweight,265,Junior Albini,Andrei Arlovski,loss,U-DEC,3,5:00,48,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,3,Middleweight,185,Cezar Ferreira,Nate Marquardt,win,S-DEC,3,5:00,47,2,0,1,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,3,Middleweight,185,Nate Marquardt,Cezar Ferreira,loss,S-DEC,3,5:00,36,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,4,Bantamweight,135,Raphael Assuncao,Matthew Lopez,win,KO/TKO  Punch,3,1:50,46,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,4,Bantamweight,135,Matthew Lopez,Raphael Assuncao,loss,KO/TKO  Punch,3,1:50,34,1,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,5,Lightweight,155,Clay Guida,Joe Lauzon,win,KO/TKO  Punch,1,1:07,24,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,5,Lightweight,155,Joe Lauzon,Clay Guida,loss,KO/TKO  Punch,1,1:07,1,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,6,Bantamweight,135,John Dodson,Marlon Moraes,loss,S-DEC,3,5:00,43,2,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,6,Bantamweight,135,Marlon Moraes,John Dodson,win,S-DEC,3,5:00,45,1,1,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,7,Women's Strawweight,115,Tatiana Suarez,Viviane Pereira,win,U-DEC,3,5:00,71,4,0,13,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,7,Women's Strawweight,115,Viviane Pereira,Tatiana Suarez,loss,U-DEC,3,5:00,13,0,1,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,8,Lightweight,155,Michel Quinones,Sage Northcutt,loss,U-DEC,3,5:00,55,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,8,Lightweight,155,Sage Northcutt,Michel Quinones,win,U-DEC,3,5:00,79,3,0,1,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,9,Women's Strawweight,115,Angela Hill,Nina Ansaroff,loss,U-DEC,3,5:00,107,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,9,Women's Strawweight,115,Nina Ansaroff,Angela Hill,win,U-DEC,3,5:00,143,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,10,Welterweight,170,Court McGee,Sean Strickland,loss,U-DEC,3,5:00,62,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,10,Welterweight,170,Sean Strickland,Court McGee,win,U-DEC,3,5:00,78,3,1,3,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,11,Light Heavyweight,205,Marcel Fortuna,Jake Collier,loss,U-DEC,3,5:00,59,1,1,3,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,11,Light Heavyweight,205,Jake Collier,Marcel Fortuna,win,U-DEC,3,5:00,94,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,12,Middleweight,185,Karl Roberson,Darren Stewart,win,SUB  Rear Naked Choke,1,3:41,17,1,2,1,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC Fight Night: Poirier vs. Pettis,2017-11-11,12,Middleweight,185,Darren Stewart,Karl Roberson,loss,SUB  Rear Naked Choke,1,3:41,6,0,0,0,http://www.fightmetric.com/event-details/d856a0080ac09ed7
UFC 217: Bisping vs. St-Pierre,2017-11-04,0,Middleweight,185,Georges St. Pierre,Michael Bisping,win,SUB  Rear Naked Choke,3,4:23,59,3,1,2,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,0,Middleweight,185,Michael Bisping,Georges St-Pierre,loss,SUB  Rear Naked Choke,3,4:23,27,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,1,Bantamweight,135,TJ Dillashaw,Cody Garbrandt,win,KO/TKO  Punch,2,2:41,20,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,1,Bantamweight,135,Cody Garbrandt,TJ Dillashaw,loss,KO/TKO  Punch,2,2:41,18,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,2,Women's Strawweight,115,Rose Namajunas,Joanna Jedrzejczyk,win,KO/TKO  Punch,1,3:03,15,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,2,Women's Strawweight,115,Joanna Jedrzejczyk,Rose Namajunas,loss,KO/TKO  Punch,1,3:03,5,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,3,Welterweight,170,Stephen Thompson,Jorge Masvidal,win,U-DEC,3,5:00,70,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,3,Welterweight,170,Jorge Masvidal,Stephen Thompson,loss,U-DEC,3,5:00,42,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,4,Middleweight,185,Paulo Costa,Johny Hendricks,win,KO/TKO  Punches,2,1:23,49,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,4,Middleweight,185,Johny Hendricks,Paulo Costa,loss,KO/TKO  Punches,2,1:23,27,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,5,Lightweight,155,James Vick,Joe Duffy,win,KO/TKO  Punch,2,4:59,42,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,5,Lightweight,155,Joe Duffy,James Vick,loss,KO/TKO  Punch,2,4:59,25,2,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,6,Heavyweight,265,Mark Godbeer,Walt Harris,win,DQ,1,4:29,3,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,6,Heavyweight,265,Walt Harris,Mark Godbeer,loss,DQ,1,4:29,21,1,0,3,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,7,Light Heavyweight,205,Ovince Saint Preux,Corey Anderson,win,KO/TKO  Kick,3,1:25,23,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,7,Light Heavyweight,205,Corey Anderson,Ovince Saint Preux,loss,KO/TKO  Kick,3,1:25,30,4,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,8,Welterweight,170,Mickey Gall,Randy Brown,loss,U-DEC,3,5:00,7,0,2,4,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,8,Welterweight,170,Randy Brown,Mickey Gall,win,U-DEC,3,5:00,41,1,0,2,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,9,Heavyweight,265,Oleksiy Oliynyk,Curtis Blaydes,loss,KO/TKO,2,1:39,34,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,9,Heavyweight,265,Curtis Blaydes,Aleksei Oleinik,win,KO/TKO,2,1:39,39,4,0,1,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,10,Bantamweight,135,Ricardo Ramos,Aiemann Zahabi,win,KO/TKO  Elbow,3,1:58,42,3,0,1,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC 217: Bisping vs. St-Pierre,2017-11-04,10,Bantamweight,135,Aiemann Zahabi,Ricardo Ramos,loss,KO/TKO  Elbow,3,1:58,46,0,0,0,http://www.fightmetric.com/event-details/a25b71fe5e31fa97
UFC Fight Night: Brunson vs. Machida,2017-10-28,0,Middleweight,185,Derek Brunson,Lyoto Machida,win,KO/TKO  Punch,1,2:30,10,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,0,Middleweight,185,Lyoto Machida,Derek Brunson,loss,KO/TKO  Punch,1,2:30,3,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,1,Welterweight,170,Colby Covington,Demian Maia,win,U-DEC,3,5:00,88,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,1,Welterweight,170,Demian Maia,Colby Covington,loss,U-DEC,3,5:00,53,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,2,Bantamweight,135,Pedro Munhoz,Rob Font,win,SUB  Guillotine Choke,1,4:03,20,0,1,1,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,2,Bantamweight,135,Rob Font,Pedro Munhoz,loss,SUB  Guillotine Choke,1,4:03,30,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,3,Lightweight,155,Francisco Trinaldo,Jim Miller,win,U-DEC,3,5:00,63,1,0,2,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,3,Lightweight,155,Jim Miller,Francisco Trinaldo,loss,U-DEC,3,5:00,34,1,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,4,Middleweight,185,Thiago Santos,Jack Hermansson,win,KO/TKO  Punch,1,4:59,28,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,4,Middleweight,185,Jack Hermansson,Thiago Santos,loss,KO/TKO  Punch,1,4:59,5,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,5,Bantamweight,135,Marlon Vera,John Lineker,loss,U-DEC,3,5:00,49,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,5,Bantamweight,135,John Lineker,Marlon Vera,win,U-DEC,3,5:00,77,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,6,Welterweight,170,Niko Price,Vicente Luque,loss,SUB  D'Arce Choke,2,4:08,25,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,6,Welterweight,170,Vicente Luque,Niko Price,win,SUB  D'Arce Choke,2,4:08,61,0,1,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,7,Middleweight,185,Jack Marshman,Antonio Carlos Junior,loss,SUB  Rear Naked Choke,1,4:30,1,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,7,Middleweight,185,Antonio Carlos Junior,Jack Marshman,win,SUB  Rear Naked Choke,1,4:30,11,1,1,3,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,8,Lightweight,155,Hacran Dias,Jared Gordon,loss,U-DEC,3,5:00,32,0,1,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,8,Lightweight,155,Jared Gordon,Hacran Dias,win,U-DEC,3,5:00,101,2,0,4,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,9,Welterweight,170,Max Griffin,Elizeu Zaleski dos Santos,loss,U-DEC,3,5:00,51,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,9,Welterweight,170,Elizeu Zaleski Dos Santos,Max Griffin,win,U-DEC,3,5:00,84,0,0,1,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,10,Flyweight,125,Jarred Brooks,Deiveson Figueiredo,loss,S-DEC,3,5:00,30,7,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,10,Flyweight,125,Deiveson Figueiredo,Jarred Brooks,win,S-DEC,3,5:00,19,1,5,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,11,Heavyweight,265,Marcelo Golm,Christian Colombo,win,SUB  Rear Naked Choke,1,2:08,35,1,1,2,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Brunson vs. Machida,2017-10-28,11,Heavyweight,265,Christian Colombo,Marcelo Golm,loss,SUB  Rear Naked Choke,1,2:08,2,0,0,0,http://www.fightmetric.com/event-details/a7724f51e32e763e
UFC Fight Night: Cerrone vs. Till,2017-10-21,0,Welterweight,170,Darren Till,Donald Cerrone,win,KO/TKO  Punch,1,4:20,24,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,0,Welterweight,170,Donald Cerrone,Darren Till,loss,KO/TKO  Punch,1,4:20,14,1,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,1,Women's Strawweight,115,Karolina Kowalkiewicz,Jodie Esquibel,win,U-DEC,3,5:00,127,1,0,1,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,1,Women's Strawweight,115,Jodie Esquibel,Karolina Kowalkiewicz,loss,U-DEC,3,5:00,65,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,2,Light Heavyweight,205,Jan Blachowicz,Devin Clark,win,SUB  Rear Naked Choke,2,3:02,33,1,1,1,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,2,Light Heavyweight,205,Devin Clark,Jan Blachowicz,loss,SUB  Rear Naked Choke,2,3:02,15,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,3,Middleweight,185,Oskar Piechota,Jonathan Wilson,win,U-DEC,3,5:00,56,1,3,3,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,3,Middleweight,185,Jonathan Wilson,Oskar Piechota,loss,U-DEC,3,5:00,17,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,4,Lightweight,155,Marcin Held,Nasrat Haqparast,win,U-DEC,3,5:00,19,3,1,3,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,4,Lightweight,155,Nasrat Haqparast,Marcin Held,loss,U-DEC,3,5:00,27,1,0,1,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,5,Bantamweight,135,Brian Kelleher,Damian Stasiak,win,KO/TKO  Punch,3,3:39,79,1,1,3,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,5,Bantamweight,135,Damian Stasiak,Brian Kelleher,loss,KO/TKO  Punch,3,3:39,43,1,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,6,Middleweight,185,Ramazan Emeev,Sam Alvey,win,U-DEC,3,5:00,38,1,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,6,Middleweight,185,Sam Alvey,Ramazan Emeev,loss,U-DEC,3,5:00,29,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,7,Featherweight,145,Andre Fili,Artem Lobov,win,U-DEC,3,5:00,55,5,0,3,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,7,Featherweight,145,Artem Lobov,Andre Fili,loss,U-DEC,3,5:00,55,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,8,Welterweight,170,Salim Touahri,Warlley Alves,loss,U-DEC,3,5:00,35,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,8,Welterweight,170,Warlley Alves,Salim Touahri,win,U-DEC,3,5:00,38,2,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,9,Women's Bantamweight,135,Lina Lansberg,Aspen Ladd,loss,KO/TKO  Punches,2,2:33,41,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,9,Women's Bantamweight,135,Aspen Ladd,Lina Lansberg,win,KO/TKO  Punches,2,2:33,26,1,0,2,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,10,Featherweight,145,Josh Emmett,Felipe Arantes,win,U-DEC,3,5:00,67,1,0,1,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC Fight Night: Cerrone vs. Till,2017-10-21,10,Featherweight,145,Felipe Arantes,Josh Emmett,loss,U-DEC,3,5:00,43,0,0,0,http://www.fightmetric.com/event-details/d6b68eaf4b68b160
UFC 216: Ferguson vs. Lee,2017-10-07,0,Lightweight,155,Tony Ferguson,Kevin Lee,win,SUB  Triangle Choke,3,4:02,54,0,2,0,http://www.fightmetric.com/event-details/cc5834a495d1ea08
UFC 216: Ferguson vs. Lee,2017-10-07,0,Lightweight,155,Kevin Lee,Tony Ferguson,loss,SUB  Triangle Choke,3,4:02,55,3,0,2,http://www.fightmetric.com/event-details/cc5834a495d1ea08
UFC 216: Ferguson vs. Lee,2017-10-07,1,Flyweight,125,Demetrious Johnson,Ray Borg,win,SUB  Armbar,5,3:15,64,8,2,19,http://www.fightmetric.com/event-details/cc5834a495d1ea08
